"Chromosome","Gene","E.coli_85","E.coli_86","B.subtillis_94","B.subtillis_95"
"chrII_pilon","g5584",0,1,1,3
"chrII_pilon","g5585",0,2,1,0
"chrII_pilon","g5586",12,12,7,12
"chrII_pilon","g5587",135,110,90,114
"chrII_pilon","g5588",163,89,147,126
"chrII_pilon","g5589",1,0,2,1
"chrII_pilon","g5590",0,1,0,0
"chrII_pilon","g5591",18,4,13,5
"chrII_pilon","g5592",0,0,0,1
"chrII_pilon","g5593",2,2,0,0
"chrII_pilon","g5594",12,6,2,0
"chrII_pilon","g5595",54,69,34,25
"chrII_pilon","g5596",3,6,5,5
"chrII_pilon","g5597",9,12,17,7
"chrII_pilon","g5598",2,5,0,3
"chrII_pilon","g5599",2,2,1,1
"chrII_pilon","g5600",3,2,6,1
"chrII_pilon","g5601",1,0,0,1
"chrII_pilon","g5602",0,1,0,1
"chrII_pilon","g5603",17,29,12,38
"chrII_pilon","g5604",6,3,1,3
"chrII_pilon","g5605",98,139,78,80
"chrII_pilon","g5606",0,0,0,1
"chrII_pilon","g5607",0,0,0,0
"chrII_pilon","g5608",0,0,1,0
"chrII_pilon","g5609",0,0,0,0
"chrII_pilon","g5610",2,0,0,0
"chrII_pilon","g5611",1,0,0,0
"chrII_pilon","g5612",1,1,1,0
"chrII_pilon","g5613",1,2,2,2
"chrII_pilon","g5614",0,5,3,1
"chrII_pilon","g5615",0,0,1,1
"chrII_pilon","g5616",0,0,0,0
"chrII_pilon","g5617",4,9,10,10
"chrII_pilon","g5618",3437,2882,2728,3222
"chrII_pilon","g5619",155,224,119,150
"chrII_pilon","g5620",15,5,0,2
"chrII_pilon","g5621",2,1,1,1
"chrII_pilon","g5622",0,0,0,0
"chrII_pilon","g5623",0,0,0,0
"chrII_pilon","g5624",0,0,0,0
"chrII_pilon","g5625",0,1,0,1
"chrII_pilon","g5626",833,813,683,758
"chrII_pilon","g5627",128,108,167,168
"chrII_pilon","g5628",1156,996,791,590
"chrII_pilon","g5629",918,1094,710,738
"chrII_pilon","g5630",1381,1600,987,1141
"chrII_pilon","g5631",241,264,166,180
"chrII_pilon","g5632",0,0,0,0
"chrII_pilon","g5633",14,24,8,46
"chrII_pilon","g5634",163,188,77,91
"chrII_pilon","g5635",1708,2008,1446,1381
"chrII_pilon","g5636",201,216,135,138
"chrII_pilon","g5637",133,174,99,120
"chrII_pilon","g5638",286,305,193,256
"chrII_pilon","g5639",0,0,1,0
"chrII_pilon","g5640",1,5,7,3
"chrII_pilon","g5641",6,3,5,8
"chrII_pilon","g5642",27,39,23,87
"chrII_pilon","g5643",62,53,123,90
"chrII_pilon","g5644",0,1,0,0
"chrII_pilon","g5645",0,0,1,0
"chrII_pilon","g5646",0,0,1,0
"chrII_pilon","g5647",671,431,654,619
"chrII_pilon","g5648",3,1,6,0
"chrII_pilon","g5649",25,18,30,43
"chrII_pilon","g5650",213,256,198,200
"chrII_pilon","g5651",62,63,45,86
"chrII_pilon","g5652",113,99,98,89
"chrII_pilon","g5653",74,92,72,88
"chrII_pilon","g5654",10,11,6,9
"chrII_pilon","g5655",0,1,0,2
"chrII_pilon","g5656",1,0,0,1
"chrII_pilon","g5657",293,295,238,347
"chrII_pilon","g5658",43,57,102,118
"chrII_pilon","g5659",807,1069,657,642
"chrII_pilon","g5660",804,877,544,631
"chrII_pilon","g5661",27,34,28,25
"chrII_pilon","g5662",0,0,0,0
"chrII_pilon","g5663",6,4,6,0
"chrII_pilon","g5664",0,0,0,0
"chrII_pilon","g5665",0,0,0,0
"chrII_pilon","g5666",1,4,2,6
"chrII_pilon","g5667",0,0,0,0
"chrII_pilon","g5668",1,2,0,0
"chrII_pilon","g5669",0,3,9,4
"chrII_pilon","g5670",3,12,6,21
"chrII_pilon","g5671",51,21,67,37
"chrII_pilon","g5672",0,1,0,1
"chrII_pilon","g5673",7,6,5,22
"chrII_pilon","g5674",1,0,0,0
"chrII_pilon","g5675",94,130,73,137
"chrII_pilon","g5676",968,1194,760,908
"chrII_pilon","g5677",869,932,684,830
"chrII_pilon","g5678",0,1,0,0
"chrII_pilon","g5679",0,0,0,0
"chrII_pilon","g5680",0,1,3,0
"chrII_pilon","g5681",1,2,0,0
"chrII_pilon","g5682",0,0,0,0
"chrII_pilon","g5683",1051,1094,617,644
"chrII_pilon","g5684",37,58,44,45
"chrII_pilon","g5685",114,166,108,96
"chrII_pilon","g5686",56,37,46,91
"chrII_pilon","g5687",47,29,30,39
"chrII_pilon","g5688",58,54,48,62
"chrII_pilon","g5689",0,1,0,0
"chrII_pilon","g5690",22,16,23,18
"chrII_pilon","g5691",466,461,321,348
"chrII_pilon","g5692",504,572,384,417
"chrII_pilon","g5693",605,734,389,428
"chrII_pilon","g5694",693,609,503,570
"chrII_pilon","g5695",2,2,1,0
"chrII_pilon","g5696",0,1,0,0
"chrII_pilon","g5697",0,0,3,4
"chrII_pilon","g5698",19,21,26,38
"chrII_pilon","g5699",85,112,83,84
"chrII_pilon","g5700",82,118,85,67
"chrII_pilon","g5701",254,249,245,240
"chrII_pilon","g5702",0,0,0,0
"chrII_pilon","g5703",0,0,0,2
"chrII_pilon","g5704",5,10,4,15
"chrII_pilon","g5705",1,2,0,4
"chrII_pilon","g5706",0,1,0,4
"chrII_pilon","g5707",0,4,0,5
"chrII_pilon","g5708",5,18,5,45
"chrII_pilon","g5709",324,338,217,263
"chrII_pilon","g5710",2,3,1,3
"chrII_pilon","g5711",362,406,327,358
"chrII_pilon","g5712",35,45,50,37
"chrII_pilon","g5713",2,0,2,2
"chrII_pilon","g5714",16,12,15,38
"chrII_pilon","g5715",0,0,2,0
"chrII_pilon","g5716",0,2,0,2
"chrII_pilon","g5717",49,86,46,60
"chrII_pilon","g5718",23,22,17,30
"chrII_pilon","g5719",489,569,380,369
"chrII_pilon","g5720",1157,1327,1019,1014
"chrII_pilon","g5721",24,47,32,39
"chrII_pilon","g5722",141,154,120,118
"chrII_pilon","g5723",1,2,1,1
"chrII_pilon","g5724",1675,1722,1242,1300
"chrII_pilon","g5725",5,3,2,5
"chrII_pilon","g5726",7,5,2,2
"chrII_pilon","g5727",0,4,2,1
"chrII_pilon","g5728",19,5,6,12
"chrII_pilon","g5729",263,383,329,328
"chrII_pilon","g5730",107,117,74,94
"chrII_pilon","g5731",18,17,12,19
"chrII_pilon","g5732",0,0,1,4
"chrII_pilon","g5733",10,11,8,6
"chrII_pilon","g5734",0,1,0,0
"chrII_pilon","g5735",10,3,3,8
"chrII_pilon","g5736",23,17,17,75
"chrII_pilon","g5737",2,1,5,1
"chrII_pilon","g5738",2,4,4,3
"chrII_pilon","g5739",3,0,0,0
"chrII_pilon","g5740",2,3,0,4
"chrII_pilon","g5741",0,0,0,0
"chrII_pilon","g5742",0,0,6,3
"chrII_pilon","g5743",0,0,0,0
"chrII_pilon","g5744",1,0,1,0
"chrII_pilon","g5745",0,1,0,0
"chrII_pilon","g5746",0,0,0,0
"chrII_pilon","g5747",0,0,1,0
"chrII_pilon","g5748",0,0,0,0
"chrII_pilon","g5749",76,105,87,141
"chrII_pilon","g5750",0,1,1,1
"chrII_pilon","g5751",0,12,2,14
"chrII_pilon","g5752",22,23,7,14
"chrII_pilon","g5753",11,5,12,6
"chrII_pilon","g5754",10,7,4,5
"chrII_pilon","g5755",42,31,35,45
"chrII_pilon","g5756",395,509,341,387
"chrII_pilon","g5757",35,46,30,35
"chrII_pilon","g5758",147,156,86,137
"chrII_pilon","g5759",804,941,886,1087
"chrII_pilon","g5760",4341,4723,3492,3977
"chrII_pilon","g5761",0,0,0,0
"chrII_pilon","g5762",5,1,6,2
"chrII_pilon","g5763",1,1,2,1
"chrII_pilon","g5764",566,619,510,544
"chrII_pilon","g5765",257,271,260,305
"chrII_pilon","g5766",189,254,138,195
"chrII_pilon","g5767",231,241,148,172
"chrII_pilon","g5768",182,243,145,186
"chrII_pilon","g5769",988,1080,759,870
"chrII_pilon","g5770",74,91,73,82
"chrII_pilon","g5771",8,6,11,10
"chrII_pilon","g5772",3,1,2,4
"chrII_pilon","g5773",0,0,0,0
"chrII_pilon","g5774",2,17,1,33
"chrII_pilon","g5775",0,0,0,0
"chrII_pilon","g5776",110,195,135,126
"chrII_pilon","g5777",154,206,124,104
"chrII_pilon","g5778",14,16,19,24
"chrII_pilon","g5779",0,1,1,1
"chrII_pilon","g5780",4,12,4,33
"chrII_pilon","g5781",3,3,1,3
"chrII_pilon","g5782",0,1,0,0
"chrII_pilon","g5783",74,75,149,105
"chrII_pilon","g5784",4,6,4,15
"chrII_pilon","g5785",117,95,105,103
"chrII_pilon","g5786",969,1087,828,851
"chrII_pilon","g5787",569,589,382,431
"chrII_pilon","g5788",0,0,0,0
"chrII_pilon","g5789",34,43,24,31
"chrII_pilon","g5790",1,0,0,3
"chrII_pilon","g5791",36,36,30,57
"chrII_pilon","g5792",42,42,42,79
"chrII_pilon","g5793",3,3,1,4
"chrII_pilon","g5794",57,51,39,60
"chrII_pilon","g5795",1,0,2,0
"chrII_pilon","g5796",14,36,18,88
"chrII_pilon","g5797",2793,875,2053,876
"chrII_pilon","g5798",2,1,3,0
"chrII_pilon","g5799",69,68,44,56
"chrII_pilon","g5800",0,9,2,1
"chrII_pilon","g5801",17,12,7,30
"chrII_pilon","g5802",1,2,1,2
"chrII_pilon","g5803",0,0,1,1
"chrII_pilon","g5804",33,38,39,90
"chrII_pilon","g5805",549,649,431,551
"chrII_pilon","g5806",919,934,653,836
"chrII_pilon","g5807",3,4,4,4
"chrII_pilon","g5808",267,290,237,236
"chrII_pilon","g5809",173,210,138,145
"chrII_pilon","g5810",408,443,297,346
"chrII_pilon","g5811",5,7,6,10
"chrII_pilon","g5812",1,1,5,1
"chrII_pilon","g5813",7,5,8,13
"chrII_pilon","g5814",406,417,311,343
"chrII_pilon","g5815",368,408,324,353
"chrII_pilon","g5816",247,264,175,183
"chrII_pilon","g5817",208,221,203,242
"chrII_pilon","g5818",9,20,13,14
"chrII_pilon","g5819",412,361,333,360
"chrII_pilon","g5820",98,98,82,90
"chrII_pilon","g5821",238,239,194,187
"chrII_pilon","g5822",55,72,42,54
"chrII_pilon","g5823",371,348,267,334
"chrII_pilon","g5824",468,499,351,413
"chrII_pilon","g5825",370,360,253,330
"chrII_pilon","g5826",283,306,224,260
"chrII_pilon","g5827",219,281,147,198
"chrII_pilon","g5828",270,322,190,245
"chrII_pilon","g5829",1,2,5,4
"chrII_pilon","g5830",944,1147,743,857
"chrII_pilon","g5831",3,0,0,3
"chrII_pilon","g5832",75,58,53,52
"chrII_pilon","g5833",0,2,0,3
"chrII_pilon","g5834",1,0,1,2
"chrII_pilon","g5835",0,0,0,1
"chrII_pilon","g5836",0,0,0,0
"chrII_pilon","g5837",0,0,0,0
"chrII_pilon","g5838",0,0,0,0
"chrII_pilon","g5839",0,0,0,0
"chrII_pilon","g5840",0,0,2,0
"chrII_pilon","g5841",266,113,157,100
"chrII_pilon","g5842",0,1,0,0
"chrII_pilon","g5843",10,6,4,5
"chrII_pilon","g5844",1908,1806,849,948
"chrII_pilon","g5845",42,62,41,57
"chrII_pilon","g5846",0,0,2,1
"chrII_pilon","g5847",0,1,0,0
"chrII_pilon","g5848",416,422,280,311
"chrII_pilon","g5849",1,2,1,3
"chrII_pilon","g5850",28,35,34,36
"chrII_pilon","g5851",70,77,42,55
"chrII_pilon","g5852",0,0,0,0
"chrII_pilon","g5853",63,57,47,95
"chrII_pilon","g5854",0,2,0,1
"chrII_pilon","g5855",226,251,222,409
"chrII_pilon","g5856",93,9,64,11
"chrII_pilon","g5857",19,194,40,440
"chrII_pilon","g5858",155,164,117,184
"chrII_pilon","g5859",2,8,4,10
"chrII_pilon","g5860",308,278,233,310
"chrII_pilon","g5861",8,6,18,15
"chrII_pilon","g5862",0,1,0,3
"chrII_pilon","g5863",1052,1180,1032,1347
"chrII_pilon","g5864",7,9,0,5
"chrII_pilon","g5865",244,232,146,177
"chrII_pilon","g5866",315,363,231,240
"chrII_pilon","g5867",6,2,2,5
"chrII_pilon","g5868",34,33,68,70
"chrII_pilon","g5869",41,62,42,168
"chrII_pilon","g5870",0,0,0,1
"chrII_pilon","g5871",119,113,74,77
"chrII_pilon","g5872",1489,2168,1963,1905
"chrII_pilon","g5873",1406,1477,947,973
"chrII_pilon","g5874",143,203,133,170
"chrII_pilon","g5875",0,0,0,0
"chrII_pilon","g5876",699,766,585,638
"chrII_pilon","g5877",96,133,92,98
"chrII_pilon","g5878",1,1,1,1
"chrII_pilon","g5879",657,679,564,648
"chrII_pilon","g5880",0,1,0,0
"chrII_pilon","g5881",4753,5542,3563,3557
"chrII_pilon","g5882",232,261,159,156
"chrII_pilon","g5883",223,257,174,186
"chrII_pilon","g5884",8,15,12,16
"chrII_pilon","g5885",0,1,0,1
"chrII_pilon","g5886",558,648,669,793
"chrII_pilon","g5887",26,26,37,18
"chrII_pilon","g5888",4,3,2,11
"chrII_pilon","g5889",105,114,147,116
"chrII_pilon","g5890",93,76,64,64
"chrII_pilon","g5891",11,8,8,9
"chrII_pilon","g5892",3,0,0,3
"chrII_pilon","g5893",11,7,5,9
"chrII_pilon","g5894",9,10,5,10
"chrII_pilon","g5895",1,0,2,0
"chrII_pilon","g5896",397,377,327,330
"chrII_pilon","g5897",66,60,58,115
"chrII_pilon","g5898",9,22,8,52
"chrII_pilon","g5899",2,2,0,1
"chrII_pilon","g5900",258,296,196,219
"chrII_pilon","g5901",679,664,398,406
"chrII_pilon","g5902",129,155,121,133
"chrII_pilon","g5903",1485,1603,1036,1055
"chrII_pilon","g5904",312,384,252,291
"chrII_pilon","g5905",9,32,10,73
"chrII_pilon","g5906",1,2,1,0
"chrII_pilon","g5907",1130,1297,657,740
"chrII_pilon","g5908",1,0,0,2
"chrII_pilon","g5909",7,10,4,22
"chrII_pilon","g5910",109,150,79,88
"chrII_pilon","g5911",360,519,268,371
"chrII_pilon","g5912",1,3,1,0
"chrII_pilon","g5913",0,0,0,0
"chrII_pilon","g5914",0,0,0,0
"chrII_pilon","g5915",689,706,544,596
"chrII_pilon","g5916",395,458,347,351
"chrII_pilon","g5917",519,533,406,442
"chrII_pilon","g5918",55,52,35,74
"chrII_pilon","g5919",0,0,0,1
"chrII_pilon","g5920",15,10,9,34
"chrII_pilon","g5921",2,71,10,19
"chrII_pilon","g5922",1,1,6,0
"chrII_pilon","g5923",1,4,1,12
"chrII_pilon","g5924",693,642,501,529
"chrII_pilon","g5925",150,195,120,140
"chrII_pilon","g5926",179,229,135,164
"chrII_pilon","g5927",46,64,33,34
"chrII_pilon","g5928",15,8,4,11
"chrII_pilon","g5929",0,2,0,1
"chrII_pilon","g5930",18,19,11,14
"chrII_pilon","g5931",0,0,0,0
"chrII_pilon","g5932",55,56,42,176
"chrII_pilon","g5933",3,2,7,4
"chrII_pilon","g5934",10,6,8,10
"chrII_pilon","g5935",13,15,17,8
"chrII_pilon","g5936",89,53,126,95
"chrII_pilon","g5937",38,15,19,18
"chrII_pilon","g5938",18,11,12,15
"chrII_pilon","g5939",887,633,861,944
"chrII_pilon","g5940",0,1,1,0
"chrII_pilon","g5941",357,391,324,380
"chrII_pilon","g5942",72,91,72,97
"chrII_pilon","g5943",5,1,0,3
"chrII_pilon","g5944",31,43,48,41
"chrII_pilon","g5945",591,530,393,491
"chrII_pilon","g5946",696,621,465,498
"chrII_pilon","g5947",16,16,17,8
"chrII_pilon","g5948",146,164,100,131
"chrII_pilon","g5949",69,97,69,119
"chrII_pilon","g5950",2,0,2,0
"chrII_pilon","g5951",69,83,70,86
"chrII_pilon","g5952",262,306,222,226
"chrII_pilon","g5953",180,181,142,180
"chrII_pilon","g5954",240,325,195,216
"chrII_pilon","g5955",264,307,183,217
"chrII_pilon","g5956",0,0,0,0
"chrII_pilon","g5957",4,2,6,0
"chrII_pilon","g5958",4,8,5,6
"chrII_pilon","g5959",38,24,28,16
"chrII_pilon","g5960",95,71,51,75
"chrII_pilon","g5961",0,3,1,8
"chrII_pilon","g5962",555,509,897,809
"chrII_pilon","g5963",296,402,202,226
"chrII_pilon","g5964",306,386,220,275
"chrII_pilon","g5965",330,388,305,360
"chrII_pilon","g5966",0,0,0,0
"chrII_pilon","g5967",2,4,1,13
"chrII_pilon","g5968",0,0,0,0
"chrII_pilon","g5969",10,8,6,3
"chrII_pilon","g5970",87,102,64,80
"chrII_pilon","g5971",1,3,5,5
"chrII_pilon","g5972",451,470,327,362
"chrII_pilon","g5973",283,335,203,255
"chrII_pilon","g5974",0,0,0,0
"chrII_pilon","g5975",155,183,82,76
"chrII_pilon","g5976",4,4,1,6
"chrII_pilon","g5977",1049,819,429,366
"chrII_pilon","g5978",193,219,148,167
"chrII_pilon","g5979",271,339,207,245
"chrII_pilon","g5980",807,932,690,982
"chrII_pilon","g5981",360,421,322,333
"chrII_pilon","g5982",0,0,0,0
"chrII_pilon","g5983",3,0,1,0
"chrII_pilon","g5984",1,0,0,3
"chrII_pilon","g5985",348,372,273,438
"chrII_pilon","g5986",98,90,216,233
"chrII_pilon","g5987",151,164,180,159
"chrII_pilon","g5988",165,189,126,129
"chrII_pilon","g5989",77,74,68,72
"chrII_pilon","g5990",870,955,627,735
"chrII_pilon","g5991",395,490,300,367
"chrII_pilon","g5992",4,4,0,3
"chrII_pilon","g5993",1929,2347,1630,1902
"chrII_pilon","g5994",572,624,409,486
"chrII_pilon","g5995",53,66,34,87
"chrII_pilon","g5996",19,19,16,19
"chrII_pilon","g5997",371,289,315,490
"chrII_pilon","g5998",0,0,2,0
"chrII_pilon","g5999",10,21,20,24
"chrII_pilon","g6000",94,123,78,103
"chrII_pilon","g6001",1155,1374,803,907
"chrII_pilon","g6002",474,594,362,380
"chrII_pilon","g6003",192,184,155,222
"chrII_pilon","g6004",665,718,564,704
"chrII_pilon","g6005",573,700,477,592
"chrII_pilon","g6006",4,10,7,1
"chrII_pilon","g6007",17,15,1,14
"chrII_pilon","g6008",45,29,33,25
"chrII_pilon","g6009",30,25,19,23
"chrII_pilon","g6010",1549,1801,1083,1155
"chrII_pilon","g6011",3,2,1,3
"chrII_pilon","g6012",187,228,133,207
"chrII_pilon","g6013",622,669,466,569
"chrII_pilon","g6014",114,135,81,99
"chrII_pilon","g6015",222,159,162,172
"chrII_pilon","g6016",6,12,8,16
"chrII_pilon","g6017",123,90,99,65
"chrII_pilon","g6018",2,4,0,2
"chrII_pilon","g6019",68,89,37,30
"chrII_pilon","g6020",430,347,279,321
"chrII_pilon","g6021",180,243,152,144
"chrII_pilon","g6022",2416,1943,2080,2064
"chrII_pilon","g6023",9,14,6,8
"chrII_pilon","g6024",419,349,779,899
"chrII_pilon","g6025",415,482,396,537
"chrII_pilon","g6026",0,0,0,0
"chrII_pilon","g6027",0,0,0,0
"chrII_pilon","g6028",3,2,2,4
"chrII_pilon","g6029",3,5,0,7
"chrII_pilon","g6030",2,1,3,0
"chrII_pilon","g6031",439,439,397,368
"chrII_pilon","g6032",1258,1190,1021,1334
"chrII_pilon","g6033",348,372,249,320
"chrII_pilon","g6034",98,90,70,72
"chrII_pilon","g6035",13,20,18,32
"chrII_pilon","g6036",7,11,20,12
"chrII_pilon","g6037",0,0,0,0
"chrII_pilon","g6038",1,0,1,0
"chrII_pilon","g6039",13,21,26,35
"chrII_pilon","g6040",49,47,28,43
"chrII_pilon","g6041",23,30,28,38
"chrII_pilon","g6042",41,27,19,23
"chrII_pilon","g6043",1,5,3,9
"chrII_pilon","g6044",204,200,145,210
"chrII_pilon","g6045",109,101,54,83
"chrII_pilon","g6046",0,1,1,2
"chrII_pilon","g6047",0,0,0,4
"chrII_pilon","g6048",338,263,196,214
"chrII_pilon","g6049",155,113,159,143
"chrII_pilon","g6050",1,1,2,3
"chrII_pilon","g6051",205,251,180,199
"chrII_pilon","g6052",0,2,0,1
"chrII_pilon","g6053",176,156,148,183
"chrII_pilon","g6054",1,1,0,0
"chrII_pilon","g6055",859,873,675,794
"chrII_pilon","g6056",2135,1788,1585,2099
"chrII_pilon","g6057",4,4,0,0
"chrII_pilon","g6058",3,3,1,2
"chrII_pilon","g6059",0,0,0,0
"chrII_pilon","g6060",25,29,40,13
"chrII_pilon","g6061",10,11,6,18
"chrII_pilon","g6062",1,0,1,0
"chrII_pilon","g6063",495,507,393,518
"chrII_pilon","g6064",935,1154,744,1020
"chrII_pilon","g6065",11,6,6,7
"chrII_pilon","g6066",1,0,4,1
"chrII_pilon","g6067",0,0,0,0
"chrII_pilon","g6068",13,12,5,16
"chrII_pilon","g6069",0,1,0,1
"chrII_pilon","g6070",278,310,191,190
"chrII_pilon","g6071",324,417,228,331
"chrII_pilon","g6072",64,88,52,49
"chrII_pilon","g6073",1375,1393,1114,1342
"chrII_pilon","g6074",8,15,7,7
"chrII_pilon","g6075",161,200,111,141
"chrII_pilon","g6076",725,743,514,702
"chrII_pilon","g6077",254,234,200,247
"chrII_pilon","g6078",79,73,52,57
"chrII_pilon","g6079",120,112,72,100
"chrII_pilon","g6080",0,0,1,1
"chrII_pilon","g6081",2008,2125,1451,1776
"chrII_pilon","g6082",3,2,1,3
"chrII_pilon","g6083",72,88,39,63
"chrII_pilon","g6084",22,23,61,64
"chrII_pilon","g6085",169,206,95,138
"chrII_pilon","g6086",777,761,528,601
"chrII_pilon","g6087",196,222,156,194
"chrII_pilon","g6088",272,310,252,260
"chrII_pilon","g6089",20,15,29,22
"chrII_pilon","g6090",0,6,5,6
"chrII_pilon","g6091",0,0,0,0
"chrII_pilon","g6092",141,179,164,167
"chrII_pilon","g6093",54,58,31,42
"chrII_pilon","g6094",181,172,120,210
"chrII_pilon","g6095",157,173,85,93
"chrII_pilon","g6096",3,0,0,1
"chrII_pilon","g6097",0,0,0,0
"chrII_pilon","g6098",42,50,38,37
"chrII_pilon","g6099",0,0,0,0
"chrII_pilon","g6100",92,121,60,96
"chrII_pilon","g6101",37,38,48,28
"chrII_pilon","g6102",81,102,78,84
"chrII_pilon","g6103",52,72,50,50
"chrII_pilon","g6104",18,42,14,16
"chrII_pilon","g6105",20,28,16,11
"chrII_pilon","g6106",54,25,26,38
"chrII_pilon","g6107",1,4,2,0
"chrII_pilon","g6108",38,61,33,47
"chrII_pilon","g6109",101,112,67,84
"chrII_pilon","g6110",11,20,14,1
"chrII_pilon","g6111",520,565,378,465
"chrII_pilon","g6112",18,12,18,9
"chrII_pilon","g6113",103,130,89,106
"chrII_pilon","g6114",72,116,46,55
"chrII_pilon","g6115",0,0,0,0
"chrII_pilon","g6116",1924,1796,1455,1915
"chrII_pilon","g6117",310,286,240,252
"chrII_pilon","g6118",68,73,49,63
"chrII_pilon","g6119",57,91,55,120
"chrII_pilon","g6120",1,2,1,3
"chrII_pilon","g6121",42,26,25,26
"chrII_pilon","g6122",0,0,0,0
"chrII_pilon","g6123",174,194,96,137
"chrII_pilon","g6124",106,55,73,76
"chrII_pilon","g6125",74,68,106,142
"chrII_pilon","g6126",140,165,89,106
"chrII_pilon","g6127",136,194,86,111
"chrII_pilon","g6128",73,107,66,71
"chrII_pilon","g6129",31,37,30,26
"chrII_pilon","g6130",852,955,685,781
"chrII_pilon","g6131",1,1,0,0
"chrII_pilon","g6132",0,0,0,0
"chrII_pilon","g6133",0,0,0,1
"chrII_pilon","g6134",0,0,0,0
"chrII_pilon","g6135",0,0,0,2
"chrII_pilon","g6136",0,0,0,0
"chrII_pilon","g6137",0,0,0,1
"chrII_pilon","g6138",0,0,0,0
"chrII_pilon","g6139",0,0,0,1
"chrII_pilon","g6140",0,0,1,0
"chrII_pilon","g6141",124,122,86,134
"chrII_pilon","g6142",21,29,21,32
"chrII_pilon","g6143",12,16,7,18
"chrII_pilon","g6144",1,0,1,0
"chrII_pilon","g6145",55,42,42,32
"chrII_pilon","g6146",0,0,1,0
"chrII_pilon","g6147",0,0,0,0
"chrII_pilon","g6148",28,20,14,13
"chrII_pilon","g6149",0,1,1,0
"chrII_pilon","g6150",0,0,0,0
"chrII_pilon","g6151",0,0,0,0
"chrII_pilon","g6152",0,0,0,0
"chrII_pilon","g6153",0,1,0,0
"chrII_pilon","g6154",16,14,4,14
"chrII_pilon","g6155",14,17,10,18
"chrII_pilon","g6156",9,6,5,7
"chrII_pilon","g6157",0,0,0,0
"chrII_pilon","g6158",0,0,0,0
"chrII_pilon","g6159",220,154,343,260
"chrII_pilon","g6160",0,0,0,0
"chrII_pilon","g6161",0,0,0,0
"chrII_pilon","g6162",0,0,0,1
"chrII_pilon","g6163",0,0,0,1
"chrII_pilon","g6164",0,0,0,0
"chrII_pilon","g6165",0,1,1,3
"chrII_pilon","g6166",0,1,0,0
"chrII_pilon","g6167",0,0,0,0
"chrII_pilon","g6168",0,0,0,0
"chrII_pilon","g6169",0,0,0,0
"chrII_pilon","g6170",0,0,0,0
"chrII_pilon","g6171",0,0,0,0
"chrII_pilon","g6172",15,17,10,3
"chrII_pilon","g6173",28,33,28,25
"chrII_pilon","g6174",21,17,22,15
"chrII_pilon","g6175",0,0,2,1
"chrII_pilon","g6176",0,0,0,0
"chrII_pilon","g6177",4,0,0,5
"chrII_pilon","g6178",41,15,51,32
"chrII_pilon","g6179",0,0,0,0
"chrII_pilon","g6180",0,0,0,0
"chrII_pilon","g6181",0,0,2,0
"chrII_pilon","g6182",1,0,3,1
"chrII_pilon","g6183",3,3,2,6
"chrII_pilon","g6184",37,60,31,30
"chrII_pilon","g6185",2,0,3,0
"chrII_pilon","g6186",0,0,0,0
"chrII_pilon","g6187",1,1,0,2
"chrII_pilon","g6188",0,1,1,2
"chrII_pilon","g6189",0,2,4,4
"chrII_pilon","g6190",0,0,0,0
"chrII_pilon","g6191",0,0,0,0
"chrII_pilon","g6192",0,0,0,0
"chrII_pilon","g6193",1,0,0,1
"chrII_pilon","g6194",0,0,1,0
"chrII_pilon","g6195",2,2,0,0
"chrII_pilon","g6196",18,23,22,15
"chrII_pilon","g6197",0,1,1,1
"chrII_pilon","g6198",0,0,0,0
"chrII_pilon","g6199",0,0,0,0
"chrII_pilon","g6200",0,0,0,0
"chrII_pilon","g6201",0,0,0,0
"chrII_pilon","g6202",0,1,0,1
"chrII_pilon","g6203",0,0,0,0
"chrII_pilon","g6204",0,0,0,0
"chrII_pilon","g6205",0,0,0,0
"chrII_pilon","g6206",0,0,0,0
"chrII_pilon","g6207",0,0,0,0
"chrII_pilon","g6208",0,0,0,0
"chrII_pilon","g6209",0,0,0,0
"chrII_pilon","g6210",0,0,0,0
"chrII_pilon","g6211",0,0,0,0
"chrII_pilon","g6212",21,9,6,16
"chrII_pilon","g6213",10,6,15,12
"chrII_pilon","g6214",16,38,269,117
"chrII_pilon","g6215",295,309,221,273
"chrII_pilon","g6216",109,98,131,122
"chrII_pilon","g6217",0,0,0,0
"chrII_pilon","g6218",0,0,0,1
"chrII_pilon","g6219",0,1,0,0
"chrII_pilon","g6220",12,5,7,4
"chrII_pilon","g6221",0,4,2,2
"chrII_pilon","g6222",0,1,0,5
"chrII_pilon","g6223",0,0,0,0
"chrII_pilon","g6224",2,2,1,2
"chrII_pilon","g6225",2,10,1,9
"chrII_pilon","g6226",0,0,0,0
"chrII_pilon","g6227",17,32,36,20
"chrII_pilon","g6228",0,2,4,1
"chrII_pilon","g6229",0,3,0,0
"chrII_pilon","g6230",11,6,2,4
"chrII_pilon","g6231",5,3,11,2
"chrII_pilon","g6232",0,1,0,0
"chrII_pilon","g6233",2,2,0,2
"chrII_pilon","g6234",0,0,0,0
"chrII_pilon","g6235",4,1,0,0
"chrII_pilon","g6236",14,9,10,25
"chrII_pilon","g6237",327,340,225,259
"chrII_pilon","g6238",95,88,69,62
"chrII_pilon","g6239",16,37,12,19
"chrII_pilon","g6240",114,113,91,115
"chrII_pilon","g6241",1,0,0,0
"chrII_pilon","g6242",164,167,101,138
